economy,year,GDP_per_capita,Life_expectancy,Healthcare_spending_per_capita,Infant_mortality_rate,Education_expenditure_pct_GDP,Population,income_group,region
PST,2022.0,51102.3562661077,80.1978532076615,6984.79144973527,4.09082593379732,4.99167513847351,1117926537.0,,
PYF,2020.0,19966.4838503859,82.459,,,,279209.0,HIC,EAS
PYF,2021.0,21982.9038942614,79.571,,,,279792.0,HIC,EAS
PYF,2022.0,20738.6499971661,83.859,,,,280378.0,HIC,EAS
QAT,2020.0,51683.5054376677,80.409,1967.15197754,5.2,3.2336699962616,2794148.0,HIC,MEA
QAT,2021.0,71751.8831257169,81.083,1847.00231934,5.1,,2504910.0,HIC,MEA
QAT,2022.0,88701.463352273,81.857,1781.56030273,5.0,,2657333.0,HIC,MEA
ROU,2020.0,13082.3006559554,74.2536585365854,809.58880615,5.4,3.57969999313354,19265250.0,HIC,ECS
ROU,2021.0,14986.7854904274,72.809756097561,963.01287842,5.3,3.31561994552612,19122059.0,HIC,ECS
ROU,2022.0,15557.8826247584,75.1536585365854,902.2677002,5.4,3.2788200378418,19048502.0,HIC,ECS
RUS,2020.0,10108.3271484375,71.3387804878049,814.94451904,4.4,4.01641864383637,145245148.0,HIC,ECS
RUS,2021.0,12425.029296875,69.900243902439,881.75720215,4.1,3.99480697864774,144746762.0,HIC,ECS
RUS,2022.0,15619.6142578125,72.5456097560976,1078.23486328,3.9,4.05402755323777,144236933.0,HIC,ECS
RWA,2020.0,778.701498787411,66.953,58.29339218,31.5,3.33309745728459,13065837.0,LIC,SSF
RWA,2021.0,829.544845639777,66.85,60.46223831,31.1,5.58984994888306,13355260.0,LIC,SSF
RWA,2022.0,975.469323979541,67.528,76.83828735,30.8,4.74623012542725,13651030.0,LIC,SSF
SAS,2020.0,1957.20343722686,70.3622206982499,63.8982524233205,33.7,3.1916501133819,1621073417.0,,
SAS,2021.0,2273.72055798689,67.8215299767513,75.0718153271172,32.5,3.29945958568872,1634785356.0,,
SAS,2022.0,2385.08341578414,72.0115731308447,79.0444496715748,31.3,3.09202235990416,1648009565.0,,
SAU,2020.0,24338.8307301067,77.596,1574.70068359,5.5,,31552510.0,HIC,MEA
SAU,2021.0,31920.7653655643,77.089,1654.74353027,5.3,,30784383.0,HIC,MEA
SAU,2022.0,38510.2276211037,77.31,1593.37145996,5.1,,32175224.0,HIC,MEA
SDN,2020.0,577.795227050781,65.124,22.17246819,42.8,,46789231.0,LIC,SSF
SDN,2021.0,712.122009277344,64.46,20.4981575,41.6,,48066924.0,LIC,SSF
SDN,2022.0,1046.24084472656,65.695,31.57727051,40.3,,49383346.0,LIC,SSF
SEN,2020.0,1461.08720350553,67.496,75.16521454,33.9,5.6869797706604,16789219.0,LMC,SSF
SEN,2021.0,1598.10676952274,66.868,71.12162781,32.7,5.61201000213623,17220867.0,LMC,SSF
SEN,2022.0,1574.0281059306,67.788,63.73388672,31.4,5.98753976821899,17651103.0,LMC,SSF
SGP,2020.0,61410.0792630788,83.5439024390244,3492.35986328,1.9,2.6869900226593,5685807.0,HIC,EAS
SGP,2021.0,80056.1288247844,83.0926829268293,4044.17333984,1.9,2.82470989227295,5453566.0,HIC,EAS
SGP,2022.0,90299.0694637269,82.8951219512195,4320.51611328,1.8,2.48891997337341,5637022.0,HIC,EAS
SLB,2020.0,2063.33101522108,69.258,100.99560547,17.9,9.64354620369343,744498.0,LMC,EAS
SLB,2021.0,1996.86976779348,68.89,98.7951355,17.5,8.33232704380039,762591.0,LMC,EAS
SLB,2022.0,2005.4139933198,70.409,96.73880768,17.0,8.48737829731105,781066.0,LMC,EAS
SLE,2020.0,845.982914284565,59.694,47.8861618,61.9,5.35125017166138,7912558.0,LIC,SSF
SLE,2021.0,886.192939104469,60.26,44.90049362,60.0,5.59958982467651,8094602.0,LIC,SSF
SLE,2022.0,860.774590932595,61.275,39.31665802,58.0,4.91130018234253,8276807.0,LIC,SSF
SLV,2020.0,3997.19279583709,70.244,357.78799438,10.2,3.66088008880615,6234673.0,UMC,LCN
SLV,2021.0,4642.60743101342,69.941,470.14025879,9.8,3.57766008377075,6255782.0,UMC,LCN
SLV,2022.0,5074.60210221806,71.969,501.24411011,9.5,3.25634002685547,6280319.0,UMC,LCN
SMR,2020.0,44426.6463400658,82.65,3758.609375,1.5,3.4246199131012,34770.0,HIC,ECS
SMR,2021.0,54168.9828262684,83.539,4033.1027832,1.5,3.10892009735107,34252.0,HIC,ECS
SMR,2022.0,54264.570495898,85.708,3874.98535156,1.4,2.89753007888794,33755.0,HIC,ECS
SOM,2020.0,518.184778494334,57.095,12.42313194,73.7,6.12054361034e-06,16651191.0,LIC,SSF
SOM,2021.0,549.114742721701,55.703,14.63377476,71.8,6.75308344309e-06,17271431.0,LIC,SSF
SOM,2022.0,573.128092472349,53.931,15.34639168,89.9,7.21674775437e-06,17801897.0,LIC,SSF
SRB,2020.0,8098.70955668849,74.4780487804878,670.19439697,4.7,,6899126.0,UMC,ECS
SRB,2021.0,9680.52798074468,72.780487804878,919.16790771,4.6,3.14615988731384,6834326.0,UMC,ECS
SRB,2022.0,10022.9688543402,75.2365853658537,903.11828613,4.5,3.08255004882812,6664449.0,UMC,ECS
SSA,2020.0,1544.4411207735,60.6222294256854,79.779039329591,48.7492824815544,3.40915991351725,1049999318.0,,
SSA,2021.0,1700.42199943914,60.1774746494858,90.7683186875985,47.709939341088,3.25544539195647,1076774079.0,,
SSA,2022.0,1772.65535427221,61.2833535992957,91.7746729217248,47.5482911880344,3.08249624893127,1103704408.0,,
SSD,2020.0,,57.648,47.23431778,72.6,,10698467.0,LIC,SSF
SSD,2021.0,,57.047,34.53858948,72.6,,10865780.0,LIC,SSF
SSD,2022.0,,57.203,49.41268158,72.6,,11021177.0,LIC,SSF
SSF,2020.0,1480.47864226138,61.1675270829902,74.5919860889771,47.8,3.59794998906911,1169015451.0,,
SSF,2021.0,1621.10097013513,60.7034363660672,84.2222592284782,46.8,3.31281536274069,1199011925.0,,
SSF,2022.0,1696.43999286939,61.8571795894802,85.2331865877916,46.5,3.0972642678305,1229208573.0,,
SST,2020.0,10699.2911713647,71.8255552822673,846.764545494012,23.783960174342,4.83895129079956,19472157.0,,
SST,2021.0,12369.0639776112,70.7756825891382,980.511980680234,23.263921314831,4.87697505950928,19646549.0,,
SST,2022.0,13598.1107991474,72.3794678577605,976.579804644009,22.8784198884606,4.84085988998413,19852364.0,,
STP,2020.0,2167.22001796925,67.979,159.84396362,10.7,5.02931173372591,217435.0,LMC,SSF
STP,2021.0,2362.58827248102,68.026,187.06524658,10.2,5.53985041124283,221961.0,LMC,SSF
STP,2022.0,2389.73729784737,69.237,180.3336792,9.8,5.19392101712613,226305.0,LMC,SSF
SUR,2020.0,4755.39221710693,72.321,453.44619751,16.6,4.58425708265782,612317.0,UMC,LCN
SUR,2021.0,5029.84838543953,68.943,294.25476074,16.2,4.13154972947739,617896.0,UMC,LCN
SUR,2022.0,6084.43876736445,73.254,343.85302734,15.7,3.43460841988051,623164.0,UMC,LCN
SVK,2020.0,19735.4858280801,76.8658536585366,1393.62438965,4.9,4.720290184021,5458827.0,HIC,ECS
SVK,2021.0,22132.4483028948,74.6146341463415,1684.51550293,5.0,4.71646976470947,5447247.0,HIC,ECS
SVK,2022.0,21334.6011006572,76.9658536585366,1642.39208984,5.0,4.65508985519409,5431752.0,HIC,ECS
SVN,2020.0,25392.0651093612,80.5317073170732,2417.20874023,1.9,5.41901016235352,2102419.0,HIC,ECS
SVN,2021.0,29187.369382785,80.6756097560976,2779.56591797,1.9,5.39167022705078,2108079.0,HIC,ECS
SVN,2022.0,28373.8382265999,81.2829268292683,2737.84936523,1.9,5.28065013885498,2112076.0,HIC,ECS
SWE,2020.0,52653.7565934247,82.3560975609756,6003.09375,2.1,7.95333003997803,10353442.0,HIC,ECS
SWE,2021.0,61174.9680215622,83.0560975609756,6842.46044922,2.1,7.60224008560181,10415811.0,HIC,ECS
SWE,2022.0,55296.9371472535,83.0585365853659,5943.36132813,2.0,7.31909990310669,10486941.0,HIC,ECS
SWZ,2020.0,3454.784217446,59.862,236.25013733,47.1,5.32546270122803,1192729.0,LMC,SSF
SWZ,2021.0,3966.29863253832,58.228,296.82846069,45.8,5.28714899285221,1206593.0,LMC,SSF
SWZ,2022.0,3889.65276959161,63.028,283.88345337,44.6,5.57274175738511,1218917.0,LMC,SSF
SXM,2020.0,30150.8998380477,75.002,,,,41008.0,HIC,LCN
SXM,2021.0,32548.4366854902,74.505,,,,41571.0,HIC,LCN
SXM,2022.0,36476.6300833859,76.18,,,4.27420508508285,42139.0,HIC,LCN
SYC,2020.0,14041.4754074575,77.2365853658537,693.1987915,13.6,4.18704837049316,98462.0,HIC,SSF
SYC,2021.0,14982.9111487767,73.3975609756097,629.11602783,13.5,4.86547351368626,99258.0,HIC,SSF
SYC,2022.0,16836.6721895387,73.7024390243903,694.75085449,13.3,3.65858904774836,119878.0,HIC,SSF
SYR,2020.0,572.355289831901,71.944,30.63546944,20.4,,21049429.0,LIC,MEA
SYR,2021.0,663.614245706815,72.418,25.79880524,19.7,,21628839.0,LIC,MEA
SYR,2022.0,1051.67149587463,72.79,34.36484528,19.5,,22462173.0,LIC,MEA
TCA,2020.0,20690.9160546118,77.499,,4.3,2.46213795190062,44386.0,HIC,LCN
TCA,2021.0,27329.2885087196,77.234,,4.2,3.88573002815247,45243.0,HIC,LCN
TCA,2022.0,31280.5418020808,77.918,,4.1,3.28261995315552,45847.0,HIC,LCN
TCD,2020.0,866.947814890409,53.082,37.73088074,63.6,2.73960390423748,17224679.0,LIC,SSF
TCD,2021.0,946.358500208374,53.136,37.59156799,61.9,2.8881299495697,17828273.0,LIC,SSF
TCD,2022.0,966.036468278568,54.528,40.17007446,60.3,2.6016118897064,18455316.0,LIC,SSF
TEA,2020.0,8485.42025780464,75.7338497054699,446.49690890404,12.5638036399223,3.15314171737183,2095759417.0,,
TEA,2021.0,10086.4785164265,75.3009806060199,514.747413642451,12.5217289355661,2.94517488804327,2102350702.0,,
TEA,2022.0,10220.360503609,75.9610347461336,510.508082812985,12.4761247532852,2.28490151187525,2107261123.0,,
TEC,2020.0,8456.58174660206,73.1523738187621,564.114730090213,9.46628151990603,4.40854978561401,463151657.0,,
TEC,2021.0,9987.98864443054,72.1539007720004,639.965013531708,9.27095003536383,4.11373496055603,463426293.0,,
TEC,2022.0,11410.4415323006,74.1916033602425,728.57199061443,9.12374934703656,3.90450382025902,461268322.0,,
TGO,2020.0,853.578220263722,61.123,52.75213242,39.1,4.08528017372931,8669720.0,LIC,SSF
TGO,2021.0,939.613373786407,61.328,52.72237015,38.0,4.22702442483079,8878379.0,LIC,SSF
TGO,2022.0,898.758154410712,62.29,54.01099014,36.9,3.77811083266775,9089738.0,LIC,SSF
THA,2020.0,6985.64393892574,77.331,304.3817749,8.8,3.15314171737183,71641484.0,UMC,EAS
THA,2021.0,7057.20754802279,77.606,363.72845459,8.5,2.98212428478268,71727332.0,UMC,EAS
THA,2022.0,6909.35281815827,75.291,369.97647095,8.3,2.61187022798634,71735329.0,UMC,EAS
TJK,2020.0,834.311715460625,68.605,74.17329407,23.2,5.13516829187823,9749310.0,LMC,ECS
TJK,2021.0,896.748053372182,69.594,75.10315704,23.2,4.38253082077599,9966908.0,LMC,ECS
TJK,2022.0,1052.17949484894,71.562,78.61326599,23.1,5.39829770599001,10182222.0,LMC,ECS
TKM,2020.0,6592.60146027748,68.846,420.0083313,33.2,3.76267004013061,6949912.0,UMC,ECS
TKM,2021.0,7051.20211079213,69.353,471.86325073,32.6,3.8489100933075,7092043.0,UMC,ECS
TKM,2022.0,8156.35211950774,69.913,579.15454102,32.0,3.58004999160767,7230193.0,UMC,ECS
TLA,2020.0,7240.29672376392,73.0747493617473,577.777466140481,14.4187896982468,4.53030931019986,630051021.0,,
TLA,2021.0,8382.42554035091,71.7449274626405,663.539185074175,14.1464722886566,4.08717467298944,633862610.0,,
TLA,2022.0,9482.77639942335,74.5684293540859,720.881567229965,13.8758102791969,3.81658744264708,637837815.0,,
TLS,2020.0,1630.86938521256,66.919,118.49451447,38.9,3.65287360437751,1326053.0,LMC,EAS
TLS,2021.0,2684.82702378987,66.199,132.07870483,37.9,2.97389404101318,1350139.0,LMC,EAS
TLS,2022.0,2343.24523350389,67.368,174.91215515,36.9,,1369295.0,LMC,EAS
TMN,2020.0,2375.4738441756,69.0090964026373,125.776700236826,37.1789755952984,3.55303483980158,687728758.0,,
TMN,2021.0,2712.78189413176,68.893103228232,134.701576106449,36.3124355800439,,699536053.0,,
TMN,2022.0,2970.11428767476,70.965432550888,131.036106017943,35.3341433369107,3.15300011634827,711465045.0,,
TON,2020.0,4700.44940541029,72.379,256.30737305,8.7,5.04883511346915,105704.0,UMC,EAS
TON,2021.0,4912.57966349119,72.13,341.50390625,8.4,5.162544372426,105490.0,UMC,EAS
TON,2022.0,4933.07466930785,72.635,378.30541992,8.2,5.31016278046634,105042.0,UMC,EAS
TSA,2020.0,1957.20343722686,70.3622206982499,63.8982524233205,27.4829630315707,3.1916501133819,1621073417.0,,
TSA,2021.0,2273.72055798689,67.8215299767513,75.0718153271172,26.2233648576991,3.29945958568872,1634785356.0,,
TSA,2022.0,2385.08341578414,72.0115731308447,79.0444496715748,25.1760759188118,3.09202235990416,1648009565.0,,
TSS,2020.0,1480.47864226138,61.1675270829902,74.591986088977,47.8405809228252,3.59794998906911,1169015451.0,,
TSS,2021.0,1621.10097013513,60.7034363660672,84.2222592284782,46.7775335569482,3.31281536274069,1199011925.0,,
TSS,2022.0,1696.43999286939,61.8571795894802,85.2331865877916,46.5056199745582,3.0972642678305,1229208573.0,,
TTO,2020.0,15358.8612973066,72.645,1051.83642578,18.6,4.2576699256897,1366725.0,HIC,LCN
TTO,2021.0,17679.1812561341,71.111,1173.39306641,18.1,3.00432991981506,1367558.0,HIC,LCN
TTO,2022.0,20874.37682915,73.331,1292.01806641,17.6,2.67331004142761,1365805.0,HIC,LCN
TUN,2020.0,3548.65363663803,75.004,250.46203613,13.5,7.26507545467782,11974057.0,LMC,MEA
TUN,2021.0,3906.93926319391,72.893,270.34024048,12.5,6.67984656240779,12048622.0,LMC,MEA
TUN,2022.0,3708.8481241036,76.05,265.85464478,11.5,6.8049896073928,12119334.0,LMC,MEA
TUR,2020.0,8638.73903848102,76.525,386.2593689,8.7,4.03382015228271,83384680.0,UMC,ECS
TUR,2021.0,9743.21277804855,75.722,431.33978271,8.4,3.53787994384766,84147318.0,UMC,ECS
TUR,2022.0,10674.504157865,77.591,385.87997437,8.0,3.09572005271912,84979913.0,UMC,ECS
TUV,2020.0,4976.11254109571,66.357,923.06542969,18.8,14.5482776139014,10399.0,UMC,EAS
TUV,2021.0,5905.08198095343,65.824,1152.32275391,18.2,15.5155119679441,10194.0,UMC,EAS
TUV,2022.0,5911.32727055301,66.852,1084.66955566,17.7,13.7621912480198,9992.0,UMC,EAS
TZA,2020.0,1117.41528320313,66.771,31.72098923,33.5,3.23097255920833,60972798.0,LMC,SSF
TZA,2021.0,1159.85656738281,66.131,37.56311798,32.4,3.11515335288784,62830412.0,LMC,SSF
TZA,2022.0,1207.85302734375,66.879,35.64775848,31.2,3.2382450375764,64711821.0,LMC,SSF
UGA,2020.0,845.76646385001,66.41,44.73381805,30.6,2.57222181308255,44457152.0,LIC,SSF
UGA,2021.0,882.791717442001,66.45,51.03484726,29.5,2.63593612308533,45910930.0,LIC,SSF
UGA,2022.0,963.067314233497,67.675,44.14502716,28.7,2.56105027176925,47312719.0,LIC,SSF
UKR,2020.0,3709.76928710938,73.283,265.07846069,8.1,5.38231992721558,44680014.0,UMC,ECS
UKR,2021.0,4775.94580078125,71.631,369.90487671,8.0,5.14011001586914,44298640.0,UMC,ECS
UKR,2022.0,4199.6708984375,72.658,,8.0,,41048766.0,UMC,ECS
UMC,2020.0,8334.90582376743,75.2315516201179,490.915631545518,11.9,4.29654002189636,2785181241.0,,
UMC,2021.0,9905.05583452615,74.7276149865895,561.506115096318,11.8,3.88806009292603,2796326198.0,,
UMC,2022.0,10310.8668761078,76.0092804332746,572.957237243075,11.6,3.58951497077942,2803432387.0,,
URY,2020.0,15757.5355995779,78.381,1432.00463867,6.0,4.54292011260986,3398968.0,HIC,LCN
URY,2021.0,17881.818721099,75.434,1594.98059082,5.8,4.46065998077393,3396695.0,HIC,LCN
URY,2022.0,20818.6146091144,76.468,1850.80737305,5.6,4.5073299407959,3390913.0,HIC,LCN
USA,2020.0,64401.5074354212,76.9804878048781,11672.77050781,5.5,5.39531993865967,331577720.0,HIC,NAC
USA,2021.0,71307.4017277218,76.3292682926829,11999.09082031,5.5,5.42038011550903,332099760.0,HIC,NAC
USA,2022.0,77860.9112908848,77.4341463414634,12434.43359375,5.5,,334017321.0,HIC,NAC
UZB,2020.0,1978.28051860763,71.461,120.29019165,14.2,4.44021987915039,33586372.0,LMC,ECS
UZB,2021.0,2258.51964119278,71.681,156.44789124,13.7,4.13580989837646,34243696.0,LMC,ECS
UZB,2022.0,2578.66689394219,72.147,169.43212891,13.1,5.23477171022152,34938955.0,LMC,ECS
VCT,2020.0,8351.20324040982,69.605,406.3571167,11.4,5.46376310406546,103526.0,UMC,LCN
VCT,2021.0,8641.27904024443,69.132,454.80987549,10.8,,102841.0,UMC,LCN
VCT,2022.0,9693.55867833025,71.191,434.86938477,10.3,7.07575034584772,102046.0,UMC,LCN
VEN,2020.0,,72.369,153.24269104,21.5,,28444077.0,INX,LCN
VEN,2021.0,,71.536,162.50117493,21.5,,28237826.0,INX,LCN
VEN,2022.0,,72.566,208.56968689,21.5,,28213017.0,INX,LCN
VGB,2020.0,,76.894,,12.7,2.70538997650146,37135.0,HIC,LCN
VGB,2021.0,,75.297,,12.3,3.0245532067775,37809.0,HIC,LCN
VGB,2022.0,,77.177,,12.0,2.48401999473572,38319.0,HIC,LCN
VIR,2020.0,39787.3741650202,79.819512195122,,,,106290.0,HIC,LCN
VIR,2021.0,42571.0777368471,80.0682926829268,,,,105870.0,HIC,LCN
VIR,2022.0,44320.909185774,80.319512195122,,,,105413.0,HIC,LCN
VNM,2020.0,3534.03953482647,75.383,153.10160828,14.7,3.21652900152514,98079191.0,LMC,EAS
VNM,2021.0,3704.1935590038,74.145,168.08033752,14.5,2.94517488804327,98935098.0,LMC,EAS
VNM,2022.0,4147.69777213621,74.502,188.89749146,14.3,2.88738689372749,99680655.0,LMC,EAS
VUT,2020.0,3042.98711598286,70.385,125.41011047,14.8,2.17358994483948,298858.0,LMC,EAS
VUT,2021.0,3211.71947349318,69.952,141.28567505,14.6,10.1102406419734,305868.0,LMC,EAS
VUT,2022.0,3292.34108821237,71.302,135.42979431,14.4,10.7033456499063,313046.0,LMC,EAS
WLD,2020.0,10963.1756422364,72.1822239463873,1158.07092985814,28.5,4.34224486351013,7855075060.0,,
WLD,2021.0,12418.5659245064,71.2154841745704,1245.90985835296,28.1,4.23262732662743,7920861888.0,,
WLD,2022.0,12819.7448379733,72.9690157226638,1235.60315069913,28.0,3.84722961564427,7990399768.0,,
WSM,2020.0,4099.6600907147,70.727,256.74545288,13.8,4.50316850152178,211944.0,UMC,EAS
WSM,2021.0,3947.64517905415,71.096,270.41333008,13.4,5.2162847162306,213779.0,UMC,EAS
WSM,2022.0,3869.46639492144,71.55,236.22660828,13.1,6.15978780645853,215261.0,UMC,EAS
XKX,2020.0,4310.89065548799,74.212,,9.6,,1790151.0,UMC,ECS
XKX,2021.0,5270.42965289833,74.981,,9.1,,1786079.0,UMC,ECS
XKX,2022.0,5290.94747224687,77.623,,8.7,,1768096.0,UMC,ECS
YEM,2020.0,,66.435,32.30203629,37.4,,36134863.0,LIC,MEA
YEM,2021.0,,66.019,32.01807785,36.7,,37140230.0,LIC,MEA
YEM,2022.0,,67.952,38.11569214,35.7,,38222876.0,LIC,MEA
ZAF,2020.0,5580.60383075189,65.15,503.46759033,25.0,6.17067003250122,60562381.0,UMC,SSF
ZAF,2021.0,6843.39941886204,62.01,592.53417969,24.7,6.5551700592041,61502603.0,UMC,SSF
ZAF,2022.0,6523.41097815853,65.454,569.84075928,24.5,6.15599012374878,62378410.0,UMC,SSF
ZMB,2020.0,951.644316655957,63.361,60.01779938,34.5,3.94374100561712,19059395.0,LMC,SSF
ZMB,2021.0,1127.16077872857,62.363,74.83802795,33.4,3.11363465307753,19603607.0,LMC,SSF
ZMB,2022.0,1447.12310138035,65.279,76.05962372,32.2,3.65884092023983,20152938.0,LMC,SSF
ZWE,2020.0,1730.45391034701,61.53,51.14250565,44.9,,15526888.0,LMC,SSF
ZWE,2021.0,1724.38727102272,60.135,63.51144791,43.6,,15797210.0,LMC,SSF
ZWE,2022.0,2040.54658705395,62.36,70.66313934,42.2,,16069056.0,LMC,SSF
